source,record_id,scientific_name,license,image_url,local_path,captured_at
inaturalist,373745301,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683060360/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373745301.jpg,2026-06-20
inaturalist,373745133,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683060144/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373745133.jpg,2026-06-20
inaturalist,373744966,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683059678/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744966.jpg,2026-06-21
inaturalist,373744874,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683059515/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744874.jpg,2026-06-21
inaturalist,373744756,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683059241/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744756.jpg,2026-06-21
inaturalist,373744726,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683059185/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744726.jpg,2026-06-21
inaturalist,373744706,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683059149/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744706.jpg,2026-06-21
inaturalist,373744673,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683059091/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744673.jpg,2026-06-21
inaturalist,373744446,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683058844/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744446.jpg,2026-06-21
inaturalist,373744335,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683058539/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744335.jpg,2026-06-21
inaturalist,373744051,Eryx conicus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683058162/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373744051.jpg,2026-06-21
inaturalist,373713913,Ahaetulla oxyrhynca,,https://static.inaturalist.org/photos/682997328/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373713913.jpg,2026-06-20
inaturalist,373654657,Lycodon aulicus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682883664/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373654657.jpg,2026-06-19
inaturalist,373652333,Naja naja,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682879747/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373652333.jpg,2026-06-19
inaturalist,373643729,Lycodon aulicus,,https://static.inaturalist.org/photos/682864310/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373643729.jpg,2026-06-20
inaturalist,373624772,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/683134124/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373624772.jpg,2026-06-20
inaturalist,373584268,Oligodon taeniolatus,,https://static.inaturalist.org/photos/682756178/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373584268.jpg,2026-06-20
inaturalist,373580563,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682749355/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373580563.jpg,2026-06-16
inaturalist,373566529,Rhabdops olivaceus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682723295/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373566529.jpg,2026-06-14
inaturalist,373559663,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682708199/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373559663.jpg,2026-06-20
inaturalist,373558905,Daboia russelii,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682707992/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373558905.jpg,2026-06-20
inaturalist,373549602,Ptyas mucosa,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682691085/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373549602.jpg,2026-06-20
inaturalist,373529811,Naja naja,cc-by-nc-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/682654042/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373529811.jpg,2026-06-20
inaturalist,373517386,Hypnale hypnale,,https://static.inaturalist.org/photos/682629940/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373517386.jpg,2026-06-15
inaturalist,373510921,Naja naja,cc-by-nc-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/682618452/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373510921.jpg,2026-06-20
inaturalist,373498941,Calliophis nigrescens,,https://static.inaturalist.org/photos/682595194/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373498941.jpg,2026-06-20
inaturalist,373484693,Amphiesma stolatum,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682568577/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373484693.jpg,2026-06-20
inaturalist,373479195,Ahaetulla malabarica,,https://static.inaturalist.org/photos/682557317/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373479195.jpg,2026-06-19
inaturalist,373479096,Ahaetulla malabarica,,https://static.inaturalist.org/photos/682557122/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373479096.jpg,2026-06-19
inaturalist,373478795,Boiga nuchalis,,https://static.inaturalist.org/photos/682556556/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373478795.jpg,2026-06-19
inaturalist,373478621,Calliophis nigrescens,,https://static.inaturalist.org/photos/682556272/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373478621.jpg,2026-06-19
inaturalist,373453887,Indotyphlops braminus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682508112/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373453887.jpg,2026-06-19
inaturalist,373451815,Dendrelaphis tristis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682503754/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373451815.jpg,2026-04-21
inaturalist,373445172,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682490016/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373445172.jpg,2026-06-20
inaturalist,373426330,Oligodon albocinctus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682451595/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373426330.jpg,2026-06-20
inaturalist,373422529,Daboia russelii,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682444190/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373422529.jpg,2025-10-23
inaturalist,373409696,Ptyas mucosa,,https://static.inaturalist.org/photos/682424843/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373409696.jpg,2026-06-18
inaturalist,373409363,Coelognathus helena helena,,https://static.inaturalist.org/photos/682418729/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373409363.jpg,2026-06-17
inaturalist,373400234,Bungarus caeruleus,,https://static.inaturalist.org/photos/682400685/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373400234.jpg,2026-06-20
inaturalist,373322208,Bungarus caeruleus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682259464/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373322208.jpg,2026-06-19
inaturalist,373291281,Amphiesma stolatum,,https://static.inaturalist.org/photos/682190836/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373291281.jpg,2026-06-13
inaturalist,373277518,Ahaetulla malabarica,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682165841/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373277518.jpg,2026-06-19
inaturalist,373266477,Calliophis nigrescens,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682146559/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373266477.jpg,2026-06-19
inaturalist,373265866,Boiga nuchalis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682145317/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373265866.jpg,2026-06-19
inaturalist,373249116,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682113745/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373249116.jpg,2024-06-11
inaturalist,373247627,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682111484/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373247627.jpg,2026-06-15
inaturalist,373243829,Lycodon aulicus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682104244/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373243829.jpg,2026-06-19
inaturalist,373233801,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682087474/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373233801.jpg,2026-06-15
inaturalist,373230501,Bungarus fasciatus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682078757/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373230501.jpg,2026-06-12
inaturalist,373227737,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/682074140/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373227737.jpg,2026-06-17
inaturalist,373207371,Ptyas mucosa,,https://static.inaturalist.org/photos/682035926/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373207371.jpg,2026-06-19
inaturalist,373205545,Coelognathus helena monticollaris,,https://static.inaturalist.org/photos/682524072/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373205545.jpg,2026-06-18
inaturalist,373161871,Ahaetulla farnsworthi,,https://static.inaturalist.org/photos/681950636/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373161871.jpg,2026-06-18
inaturalist,373157159,Ptyas mucosa,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681939860/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373157159.jpg,2026-06-17
inaturalist,373109969,Lycodon striatus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681844003/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373109969.jpg,2026-06-19
inaturalist,373021463,Craspedocephalus malabaricus,,https://static.inaturalist.org/photos/681675032/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\373021463.jpg,2026-06-19
inaturalist,372994745,Rhinophis melanoleucus,,https://static.inaturalist.org/photos/681622965/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372994745.jpg,2026-06-15
inaturalist,372985660,Lycodon aulicus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681604711/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372985660.jpg,2026-06-18
inaturalist,372930991,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681504005/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372930991.jpg,2026-06-18
inaturalist,372911512,Daboia russelii,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681468708/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372911512.jpg,2026-06-15
inaturalist,372893534,Sinomicrurus macclellandi,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/681435229/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372893534.jpg,2026-06-16
inaturalist,372889853,Craspedocephalus malabaricus,cc-by-nc-nd,https://inaturalist-open-data.s3.amazonaws.com/photos/681428259/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372889853.jpg,2026-06-03
inaturalist,372882811,Naja naja,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681415136/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372882811.jpg,2026-06-18
inaturalist,372882350,Python molurus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681414414/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372882350.jpg,2026-06-18
inaturalist,372871030,Amphiesma stolatum,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681393244/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372871030.jpg,2026-06-18
inaturalist,372867793,Ahaetulla oxyrhynca,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681387480/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372867793.jpg,2026-06-18
inaturalist,372866548,Amphiesma stolatum,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681385467/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372866548.jpg,2026-06-18
inaturalist,372864589,Daboia russelii,,https://static.inaturalist.org/photos/681381563/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372864589.jpg,2026-06-11
inaturalist,372864356,Bungarus caeruleus,,https://static.inaturalist.org/photos/681381029/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372864356.jpg,2026-06-18
inaturalist,372860050,Ophiophagus hannah,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681372361/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372860050.jpg,2026-05-18
inaturalist,372856433,Lycodon zawi,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681365691/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372856433.jpg,2026-06-10
inaturalist,372856394,Daboia russelii,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681365610/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372856394.jpg,2026-06-17
inaturalist,372851025,Sibynophis collaris,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681357294/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372851025.jpg,2026-06-04
inaturalist,372846933,Ptyas mucosa,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/681352613/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372846933.jpg,2026-06-18
inaturalist,372846258,Coelognathus radiatus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681349278/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372846258.jpg,2026-06-18
inaturalist,372845347,Boiga trigonata,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681347146/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372845347.jpg,2026-06-13
inaturalist,372841280,Ahaetulla oxyrhynca,,https://static.inaturalist.org/photos/681337159/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372841280.jpg,2026-01-28
inaturalist,372841279,Platyceps bholanathi,,https://static.inaturalist.org/photos/681337209/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372841279.jpg,2026-01-28
inaturalist,372836296,Ahaetulla oxyrhynca,,https://static.inaturalist.org/photos/681329101/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372836296.jpg,2026-06-18
inaturalist,372835612,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681327579/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372835612.jpg,2025-11-18
inaturalist,372824405,Amphiesma stolatum,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/681306185/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372824405.jpg,2026-06-18
inaturalist,372809587,Coelognathus helena helena,,https://static.inaturalist.org/photos/681278310/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372809587.jpg,2026-06-18
inaturalist,372805634,Uropeltis ceylanica,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/681270111/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372805634.jpg,2026-06-17
inaturalist,372716075,Uropeltis ceylanica,,https://static.inaturalist.org/photos/681095459/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372716075.jpg,2026-06-17
inaturalist,372700078,Hypnale hypnale,,https://static.inaturalist.org/photos/681064794/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372700078.jpg,2025-08-06
inaturalist,372655802,Ahaetulla malabarica,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680980829/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372655802.jpg,2026-05-31
inaturalist,372651802,Bungarus caeruleus,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/680974238/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372651802.jpg,2026-06-17
inaturalist,372642683,Daboia russelii,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680958295/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372642683.jpg,2026-06-17
inaturalist,372626460,Bungarus caeruleus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680928949/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372626460.jpg,2026-06-16
inaturalist,372624552,Ophiophagus kaalinga,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680925699/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372624552.jpg,2025-04-07
inaturalist,372606749,Coelognathus helena helena,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680893196/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372606749.jpg,2026-06-17
inaturalist,372606145,Rhabdophis plumbicolor,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680892149/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372606145.jpg,2026-06-04
inaturalist,372603548,Ptyas mucosa,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680887027/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372603548.jpg,2026-06-17
inaturalist,372590135,Ptyas mucosa,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680862367/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372590135.jpg,2026-06-17
inaturalist,372583460,Uropeltis ceylanica,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680849497/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372583460.jpg,2026-06-17
inaturalist,372570265,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680823987/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372570265.jpg,2026-06-15
inaturalist,372570207,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680823843/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372570207.jpg,2026-06-15
inaturalist,372559572,Amphiesma stolatum,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680803660/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372559572.jpg,2026-05-23
inaturalist,372559132,Naja naja,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680802928/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372559132.jpg,2026-05-24
inaturalist,372559080,Boiga trigonata,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680802778/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372559080.jpg,2026-05-25
inaturalist,372548464,Ptyas mucosa,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680783200/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372548464.jpg,2026-06-17
inaturalist,372533120,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680753814/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372533120.jpg,2026-06-17
inaturalist,372532891,Daboia russelii,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680753152/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372532891.jpg,2026-06-16
inaturalist,372523522,Naja naja,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680734852/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372523522.jpg,2026-06-16
inaturalist,372520613,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680728576/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372520613.jpg,2026-06-13
inaturalist,372520536,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680728377/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372520536.jpg,2026-06-13
inaturalist,372520423,Craspedocephalus malabaricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680728142/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372520423.jpg,2026-06-13
inaturalist,372515036,Fowlea piscator,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/680717025/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372515036.jpg,2026-06-17
inaturalist,372514155,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680715044/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372514155.jpg,2026-06-17
inaturalist,372506635,Naja naja,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680699307/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372506635.jpg,2026-05-29
inaturalist,372506191,Ptyas mucosa,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680698304/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372506191.jpg,2026-05-29
inaturalist,372505944,Naja naja,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680697876/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372505944.jpg,2026-05-28
inaturalist,372490430,Rhabdophis helleri,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680665814/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372490430.jpg,2026-05-25
inaturalist,372484901,Fowlea piscator,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680654873/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372484901.jpg,2026-06-17
inaturalist,372465820,Atretium schistosum,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680617307/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372465820.jpg,2026-05-20
inaturalist,372446239,Lycodon travancoricus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680578323/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372446239.jpg,2026-06-17
inaturalist,372446104,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680578100/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372446104.jpg,2026-06-17
inaturalist,372445903,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680577737/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372445903.jpg,2026-06-17
inaturalist,372445802,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680577421/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372445802.jpg,2026-06-17
inaturalist,372445717,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680577201/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372445717.jpg,2026-06-16
inaturalist,372445514,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680576909/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372445514.jpg,2026-06-17
inaturalist,372445272,Ahaetulla borealis,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680576597/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372445272.jpg,2026-06-17
inaturalist,372445150,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680576373/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372445150.jpg,2026-06-16
inaturalist,372444893,Craspedocephalus gramineus,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/680575840/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inaturalist\372444893.jpg,2026-06-17
