source,record_id,scientific_name,venom_label,license,image_url,local_path,captured_at
inat_targeted,343120513,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/624958876/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\343120513.jpg,2026-03-15
inat_targeted,342713184,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/624140280/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\342713184.jpg,2026-03-13
inat_targeted,342596420,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/623919053/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\342596420.jpg,2026-03-01
inat_targeted,342535947,Naja naja,venomous,,https://static.inaturalist.org/photos/623798990/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\342535947.jpg,2026-03-11
inat_targeted,342401643,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/623527089/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\342401643.jpg,2026-03-11
inat_targeted,342069854,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/622853063/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\342069854.jpg,2026-03-09
inat_targeted,341529138,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/621759359/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\341529138.jpg,2021-02-11
inat_targeted,341480769,Naja naja,venomous,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/621660137/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\341480769.jpg,2025-07-31
inat_targeted,341048500,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620782922/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\341048500.jpg,2026-03-02
inat_targeted,340925522,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620782879/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340925522.jpg,2026-02-28
inat_targeted,340725878,Naja naja,venomous,,https://static.inaturalist.org/photos/620108375/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340725878.jpg,2026-03-01
inat_targeted,340591782,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619836792/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340591782.jpg,2026-02-27
inat_targeted,340529417,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619711395/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340529417.jpg,2026-02-23
inat_targeted,340411420,Naja naja,venomous,,https://static.inaturalist.org/photos/619474924/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340411420.jpg,2026-02-27
inat_targeted,340265381,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619178922/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340265381.jpg,2025-05-09
inat_targeted,340184098,Naja naja,venomous,,https://static.inaturalist.org/photos/619012087/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340184098.jpg,2026-02-24
inat_targeted,340183002,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619010789/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340183002.jpg,2025-10-01
inat_targeted,340056186,Naja naja,venomous,,https://static.inaturalist.org/photos/618745333/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\340056186.jpg,2026-02-22
inat_targeted,339995690,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/618622969/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\339995690.jpg,2026-02-22
inat_targeted,339837451,Naja naja,venomous,,https://static.inaturalist.org/photos/618298496/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\339837451.jpg,2026-01-29
inat_targeted,339544277,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/617705107/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\339544277.jpg,2026-02-21
inat_targeted,339283975,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/617175893/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\339283975.jpg,2026-02-19
inat_targeted,338681130,Naja naja,venomous,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/615963642/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\338681130.jpg,2026-02-15
inat_targeted,338549239,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/615707409/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\338549239.jpg,2026-02-14
inat_targeted,338296303,Naja naja,venomous,,https://static.inaturalist.org/photos/615179514/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\338296303.jpg,2026-02-12
inat_targeted,338221989,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/615025820/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\338221989.jpg,2025-08-14
inat_targeted,337829964,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/614222356/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\337829964.jpg,2026-02-08
inat_targeted,337661193,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/613878142/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\337661193.jpg,2026-02-07
inat_targeted,337525277,Naja naja,venomous,,https://static.inaturalist.org/photos/613601606/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\337525277.jpg,2026-02-06
inat_targeted,337092537,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/612711375/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\337092537.jpg,2026-02-01
inat_targeted,337072500,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/612673321/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\337072500.jpg,2025-10-21
inat_targeted,337070442,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/612669631/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\337070442.jpg,2025-12-26
inat_targeted,336374075,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/611242056/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\336374075.jpg,2026-01-18
inat_targeted,336369312,Naja naja,venomous,,https://static.inaturalist.org/photos/611239899/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\336369312.jpg,2025-07-27
inat_targeted,336368185,Naja naja,venomous,,https://static.inaturalist.org/photos/611237425/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\336368185.jpg,2026-01-27
inat_targeted,336215455,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/610927814/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\336215455.jpg,2026-01-22
inat_targeted,336049672,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/610600612/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\336049672.jpg,2026-01-25
inat_targeted,335920904,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/610347288/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335920904.jpg,2026-01-23
inat_targeted,335846305,Naja naja,venomous,,https://static.inaturalist.org/photos/610195240/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335846305.jpg,2011-08-19
inat_targeted,335732029,Naja naja,venomous,,https://static.inaturalist.org/photos/609965601/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335732029.jpg,2025-12-28
inat_targeted,335710440,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/609916691/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335710440.jpg,2006-08-26
inat_targeted,335710434,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/609916666/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335710434.jpg,2020-06-09
inat_targeted,335699062,Naja naja,venomous,,https://static.inaturalist.org/photos/609898942/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335699062.jpg,2026-01-22
inat_targeted,335578002,Naja naja,venomous,,https://static.inaturalist.org/photos/609653346/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335578002.jpg,2026-01-21
inat_targeted,335374984,Naja naja,venomous,,https://static.inaturalist.org/photos/609244368/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335374984.jpg,2026-01-19
inat_targeted,335374570,Naja naja,venomous,,https://static.inaturalist.org/photos/609244211/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335374570.jpg,2026-01-19
inat_targeted,335316769,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/609122143/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335316769.jpg,2026-01-11
inat_targeted,335307173,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/609106371/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335307173.jpg,2026-01-15
inat_targeted,335206735,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/608907416/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335206735.jpg,2026-01-11
inat_targeted,335103148,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/608699052/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\335103148.jpg,2026-01-10
inat_targeted,334946839,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/608377912/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334946839.jpg,2012-01-16
inat_targeted,334946719,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/608377896/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334946719.jpg,2009-10-11
inat_targeted,334822994,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/608120049/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334822994.jpg,2026-01-15
inat_targeted,334805371,Naja naja,venomous,,https://static.inaturalist.org/photos/608083698/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334805371.jpg,2026-01-07
inat_targeted,334621284,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607712921/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334621284.jpg,2025-06-21
inat_targeted,334582582,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607635698/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334582582.jpg,2025-05-18
inat_targeted,334511254,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607487457/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334511254.jpg,2023-03-18
inat_targeted,334488770,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607443678/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334488770.jpg,2022-12-02
inat_targeted,334476524,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607418536/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334476524.jpg,2024-09-20
inat_targeted,334469184,Naja naja,venomous,,https://static.inaturalist.org/photos/607403727/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334469184.jpg,2026-01-12
inat_targeted,334468155,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607390091/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334468155.jpg,2004-12-10
inat_targeted,334326864,Naja naja,venomous,,https://static.inaturalist.org/photos/607112544/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334326864.jpg,2026-01-08
inat_targeted,334325902,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607109673/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334325902.jpg,2026-01-11
inat_targeted,334322954,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607103910/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334322954.jpg,2026-01-11
inat_targeted,334316308,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607090961/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\334316308.jpg,2022-04-02
inat_targeted,333859010,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/606159347/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\333859010.jpg,2026-01-07
inat_targeted,333847409,Naja naja,venomous,,https://static.inaturalist.org/photos/606135303/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\333847409.jpg,2025-10-13
inat_targeted,333826881,Naja naja,venomous,,https://static.inaturalist.org/photos/611877323/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\333826881.jpg,2026-01-07
inat_targeted,333564419,Naja naja,venomous,,https://static.inaturalist.org/photos/605610350/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\333564419.jpg,2026-01-03
inat_targeted,333033959,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/604534703/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\333033959.jpg,2025-02-10
inat_targeted,332884493,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/604225585/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\332884493.jpg,2025-12-30
inat_targeted,332446691,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/603328554/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\332446691.jpg,2025-08-12
inat_targeted,332145505,Naja naja,venomous,,https://static.inaturalist.org/photos/602711551/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\332145505.jpg,2025-12-26
inat_targeted,332118595,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/602656549/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\332118595.jpg,2025-08-01
inat_targeted,331661141,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/602158803/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\331661141.jpg,2025-12-21
inat_targeted,331404582,Naja naja,venomous,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/601191593/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\331404582.jpg,2025-12-20
inat_targeted,331399791,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/601181950/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\331399791.jpg,2025-10-01
inat_targeted,331182902,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600733668/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\331182902.jpg,2025-12-18
inat_targeted,331181809,Naja naja,venomous,,https://static.inaturalist.org/photos/600733306/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\331181809.jpg,2025-12-18
inat_targeted,331175807,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600718359/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\331175807.jpg,2025-12-18
inat_targeted,330948145,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600248835/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330948145.jpg,2025-12-14
inat_targeted,330939345,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600230170/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330939345.jpg,2025-12-16
inat_targeted,330858955,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600063578/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330858955.jpg,2025-11-11
inat_targeted,330711974,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/599758366/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330711974.jpg,2025-12-14
inat_targeted,330708427,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/599758513/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330708427.jpg,2025-12-14
inat_targeted,330696581,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600053500/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330696581.jpg,2025-12-13
inat_targeted,330555099,Naja naja,venomous,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/599438388/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330555099.jpg,2025-12-13
inat_targeted,330473853,Naja naja,venomous,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/599205307/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330473853.jpg,2025-12-07
inat_targeted,330473852,Naja naja,venomous,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/599205262/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330473852.jpg,2025-12-07
inat_targeted,330091111,Naja naja,venomous,,https://static.inaturalist.org/photos/598488703/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\330091111.jpg,2025-12-09
inat_targeted,329772815,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/597838708/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329772815.jpg,2025-12-07
inat_targeted,329665266,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/597624169/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329665266.jpg,2025-12-06
inat_targeted,329557685,Naja naja,venomous,,https://static.inaturalist.org/photos/597406593/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329557685.jpg,2025-12-02
inat_targeted,329428947,Naja naja,venomous,,https://static.inaturalist.org/photos/597148821/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329428947.jpg,2025-11-30
inat_targeted,329304950,Naja naja,venomous,,https://static.inaturalist.org/photos/596898016/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329304950.jpg,2025-12-03
inat_targeted,329218751,Naja naja,venomous,,https://static.inaturalist.org/photos/596721471/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329218751.jpg,2025-12-01
inat_targeted,329184990,Naja naja,venomous,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/596656091/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329184990.jpg,2025-12-02
inat_targeted,329046727,Naja naja,venomous,,https://static.inaturalist.org/photos/596380231/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329046727.jpg,2025-12-01
inat_targeted,329043701,Naja naja,venomous,,https://static.inaturalist.org/photos/596378388/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\329043701.jpg,2025-12-01
inat_targeted,328499049,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/595275754/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\328499049.jpg,2024-06-13
inat_targeted,328164174,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/594604315/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\328164174.jpg,2025-11-25
inat_targeted,328133336,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/594539694/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\328133336.jpg,2025-11-22
inat_targeted,328040929,Naja naja,venomous,,https://static.inaturalist.org/photos/594357189/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\328040929.jpg,2025-11-24
inat_targeted,327798282,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/593908243/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\327798282.jpg,2025-11-22
inat_targeted,327397159,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/593131466/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\327397159.jpg,2025-07-22
inat_targeted,327375757,Naja naja,venomous,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/593088031/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\327375757.jpg,2025-07-11
inat_targeted,327362917,Naja naja,venomous,,https://static.inaturalist.org/photos/593065062/medium.jpg,E:\Coding_Notes\Faunari\data\raw\inat_targeted\Naja_naja\327362917.jpg,2025-11-20
